SIGNAL,CEC,SYSTEM,SCENE,LISTENER,PROMPT,NWORDS,HITS,CORRECT,RESPONSE,SEVERITY
CEC2_E036_S09418_L0218,CEC2,CEC2E036,S09418,L0218,it must be the most beautiful house,7,5,71.4285714285714,it must be the most useful part of it,Mild
CEC2_E036_S08615_L0218,CEC2,CEC2E036,S08615,L0218,would you prefer a traditional pose or a fantasy setting,10,4,40,would you prefer a digital,Mild
CEC2_E036_S09004_L0218,CEC2,CEC2E036,S09004,L0218,i have to believe he'll keep his word,8,4,50,i have to believe you're,Mild
CEC2_E036_S09298_L0218,CEC2,CEC2E036,S09298,L0218,still she was on her own and not very brave,10,1,10,she will have enough,Mild
CEC2_E036_S08695_L0218,CEC2,CEC2E036,S08695,L0218,it is not business as usual with china,8,1,12.5,with usual,Mild
CEC2_E036_S08789_L0218,CEC2,CEC2E036,S08789,L0218,and he said to tell you to remember his motto,10,10,100,and he said to tell you to remember his motto,Mild
CEC2_E036_S08614_L0218,CEC2,CEC2E036,S08614,L0218,will i forget how to speak to the audience,9,5,55.5555555555556,to speak to the audience,Mild
CEC2_E037_S09835_L0218,CEC2,CEC2E037,S09835,L0218,but the analysis is much the same,7,6,85.7142857142857,the analysis is much the same,Mild
CEC2_E037_S09121_L0218,CEC2,CEC2E037,S09121,L0218,i couldn't believe i had the virus,7,7,100,i couldn't believe i had the virus,Mild
CEC2_E037_S08704_L0218,CEC2,CEC2E037,S08704,L0218,i come to the beach every week,7,2,28.5714285714286,believe beach every,Mild
CEC2_E037_S09393_L0218,CEC2,CEC2E037,S09393,L0218,i suppose it was a way of wishing him luck,10,6,60,i suppose it was a way,Mild
CEC2_E037_S09685_L0218,CEC2,CEC2E037,S09685,L0218,don't you yet understand boy what you mean to me,10,2,20,don't you want any sand,Mild
CEC2_E037_S09159_L0218,CEC2,CEC2E037,S09159,L0218,you must try not to let her worry,8,3,37.5,past time to let her way,Mild
CEC2_E037_S08826_L0218,CEC2,CEC2E037,S08826,L0218,she herself was different for one thing,7,5,71.4285714285714,she herself is fitter for one thing,Mild
CEC2_E037_S09489_L0218,CEC2,CEC2E037,S09489,L0218,the distinction above is one without a difference,8,1,12.5,is running about at a distance,Mild
CEC2_E037_S09605_L0218,CEC2,CEC2E037,S09605,L0218,i think you could consider that a brush off,9,9,100,i think you could consider that a brush off,Mild
CEC2_E037_S09171_L0218,CEC2,CEC2E037,S09171,L0218,he put on his hat and went out,8,2,25,and wait out,Mild
CEC2_E037_S09966_L0218,CEC2,CEC2E037,S09966,L0218,i wouldn't have had that happen for anything,8,3,37.5,wouldn't do that like anything,Mild
CEC2_E037_S08984_L0218,CEC2,CEC2E037,S08984,L0218,one is to conclude that all is well,8,8,100,one is to conclude that all is well,Mild
CEC2_E037_S08635_L0218,CEC2,CEC2E037,S08635,L0218,his senior registrar did all his operating,7,0,0,something ready to start,Mild
CEC2_E037_S09837_L0218,CEC2,CEC2E037,S09837,L0218,i believe that this government have got that balance right,10,9,90,i believe that this government got that balance right,Mild
CEC2_E037_S09225_L0218,CEC2,CEC2E037,S09225,L0218,people in love are peculiar that way you know,9,0,0,#,Mild
CEC2_E037_S09607_L0218,CEC2,CEC2E037,S09607,L0218,the quantity equation is true by definition,7,6,85.7142857142857,the quantity of inflation is true by definition,Mild
CEC2_E037_S09341_L0218,CEC2,CEC2E037,S09341,L0218,there is however an important general point at issue here,10,7,70,there is however an important general point that ,Mild
CEC2_E037_S08874_L0218,CEC2,CEC2E037,S08874,L0218,but i told myself i shouldn't provoke her too much,10,10,100,but i told myself i shouldn't provoke her too much,Mild
CEC2_E037_S09763_L0218,CEC2,CEC2E037,S09763,L0218,but what does living together as husband and wife mean,10,10,100,but what does living together as husband and wife mean,Mild
CEC2_E037_S09883_L0218,CEC2,CEC2E037,S09883,L0218,you had no intention of any such thing,8,7,87.5,you have no intention of any such thing,Mild
CEC2_E037_S09376_L0218,CEC2,CEC2E037,S09376,L0218,maybe i can find someone to apprentice me,8,8,100,maybe i can find someone to apprentice me,Mild
CEC2_E037_S09364_L0218,CEC2,CEC2E037,S09364,L0218,i don't want to know any more,7,4,57.1428571428571,i don't want to live anymore,Mild
CEC2_E037_S08931_L0218,CEC2,CEC2E037,S08931,L0218,but you will give it a most urgent rating,9,9,100,but you will give it a most urgent rating,Mild
CEC2_E037_S08743_L0218,CEC2,CEC2E037,S08743,L0218,the argument cannot be stopped at this simple point however,10,3,30,could not be stopped however,Mild
CEC2_E037_S09336_L0218,CEC2,CEC2E037,S09336,L0218,there hasn't been anything said about foul play yet,9,5,55.5555555555556,anything about foul play yet,Mild
CEC2_E037_S09497_L0218,CEC2,CEC2E037,S09497,L0218,even bottom right may be all right as it is,10,10,100,even bottom right may be all right as it is,Mild
CEC2_E037_S09245_L0218,CEC2,CEC2E037,S09245,L0218,the design process is also more simple too,8,8,100,the design process is also more simple too,Mild
CEC2_E037_S08926_L0218,CEC2,CEC2E037,S08926,L0218,he's going to be a professional tenor,7,0,0,profession,Mild
CEC2_E037_S09555_L0218,CEC2,CEC2E037,S09555,L0218,he had no fear with joe in being bold,9,0,0,we have,Mild
CEC2_E037_S09210_L0218,CEC2,CEC2E037,S09210,L0218,no news at all of him i'm afraid,8,2,25,may i use the toilet again i'm afraid,Mild
CEC2_E037_S09144_L0218,CEC2,CEC2E037,S09144,L0218,she felt ashamed of being such a failure,8,8,100,she felt ashamed of being such a failure,Mild
CEC2_E037_S09508_L0218,CEC2,CEC2E037,S09508,L0218,what would they do to please the electorate,8,8,100,what would they do to please the electorate,Mild
CEC2_E037_S09052_L0218,CEC2,CEC2E037,S09052,L0218,she was shaking with shock and humiliation,7,7,100,she was shaking with shock and humiliation,Mild
CEC2_E037_S09425_L0218,CEC2,CEC2E037,S09425,L0218,we don't understand life do we he said,8,8,100,we don't understand life do we he said,Mild
CEC2_E037_S08782_L0218,CEC2,CEC2E037,S08782,L0218,these have informed our thinking throughout this report,8,7,87.5,beliefs have informed our thinking throughout this report ,Mild
CEC2_E037_S08585_L0218,CEC2,CEC2E037,S08585,L0218,sensitive to every draught or air movement,7,0,0,strategy,Mild
CEC2_E037_S09629_L0218,CEC2,CEC2E037,S09629,L0218,so he said you now owe me the money,9,5,55.5555555555556,so he said you now own even more,Mild
CEC2_E037_S09976_L0218,CEC2,CEC2E037,S09976,L0218,is it too familiar is it worn out,8,8,100,is it too familiar is it worn out,Mild
CEC2_E037_S09099_L0218,CEC2,CEC2E037,S09099,L0218,alcoholism is an illness that needs urgent treatment,8,6,75,is an illness that needs treatment,Mild
CEC2_E037_S09754_L0218,CEC2,CEC2E037,S09754,L0218,what did you do with the screen,7,7,100,what did you do with the screen,Mild
CEC2_E037_S08627_L0218,CEC2,CEC2E037,S08627,L0218,early bed for you tonight my lady,7,7,100,early bed for you tonight my lady,Mild
CEC2_E037_S08526_L0218,CEC2,CEC2E037,S08526,L0218,at least the little girl could have ridden,8,0,0,#,Mild
CEC2_E037_S09719_L0218,CEC2,CEC2E037,S09719,L0218,farming is now the second most dangerous industry in britain,10,9,90,is now the second most dangerous industry in britain,Mild
CEC2_E037_S09221_L0218,CEC2,CEC2E037,S09221,L0218,allow to cool undisturbed and then pour into a jar,10,3,30,an article disturbed into a jar,Mild
CEC2_E037_S08998_L0218,CEC2,CEC2E037,S08998,L0218,but they do see the problem as a political one,10,8,80,do see the problem as a political one,Mild
CEC2_E037_S09789_L0218,CEC2,CEC2E037,S09789,L0218,and what was the reason for it,7,7,100,and what was the reason for it,Mild
CEC2_E037_S09118_L0218,CEC2,CEC2E037,S09118,L0218,birth control however is a very controversial issue,8,8,100,birth control however is a very controversial issue,Mild
CEC2_E037_S09430_L0218,CEC2,CEC2E037,S09430,L0218,i must go and stand in until father comes,9,8,88.8888888888889,i must go and stand in til father comes,Mild
CEC2_E037_S09101_L0218,CEC2,CEC2E037,S09101,L0218,was he one of the three you didn't know,9,4,44.4444444444444,is he one of the,Mild
CEC2_E037_S09826_L0218,CEC2,CEC2E037,S09826,L0218,now i see there is another reason,7,7,100,now i see there is another reason,Mild
CEC2_E037_S08788_L0218,CEC2,CEC2E037,S08788,L0218,he's got a big job in the french foreign ministry,10,1,10,not a great,Mild
CEC2_E037_S09547_L0218,CEC2,CEC2E037,S09547,L0218,feel how fat this may issue is,7,4,57.1428571428571,see how said this issue is,Mild
CEC2_E037_S09908_L0218,CEC2,CEC2E037,S09908,L0218,there is a lounge bar and lift,7,7,100,there is a lounge bar and lift,Mild
CEC2_E037_S08753_L0218,CEC2,CEC2E037,S08753,L0218,just get over there and start working,7,6,85.7142857142857,just get under there and start working,Mild
CEC2_E037_S08530_L0218,CEC2,CEC2E037,S08530,L0218,but once at university i was an apt student,9,1,11.1111111111111,and that student,Mild
CEC2_E037_S09889_L0218,CEC2,CEC2E037,S09889,L0218,come and pour out for us my dear,8,1,12.5,fall out,Mild
CEC2_E037_S09949_L0218,CEC2,CEC2E037,S09949,L0218,how strange he thought i'm not tired at all,9,9,100,how strange he thought i'm not tired at all,Mild
CEC2_E037_S09357_L0218,CEC2,CEC2E037,S09357,L0218,thank you for your support do come again,8,8,100,thank you for your support do come again,Mild
CEC2_E037_S09986_L0218,CEC2,CEC2E037,S09986,L0218,we can go if we want to,7,7,100,we can go if we want to,Mild
CEC2_E037_S09734_L0218,CEC2,CEC2E037,S09734,L0218,now there is treatment which can help such children,9,8,88.8888888888889,now there is treatment that can help such children,Mild
CEC2_E038_S09749_L0218,CEC2,CEC2E038,S09749,L0218,money apparently was no object although there was no money,10,1,10,is no,Mild
CEC2_E038_S09636_L0218,CEC2,CEC2E038,S09636,L0218,say this every night before you go to bed,9,4,44.4444444444444,before we go to bed,Mild
CEC2_E038_S09632_L0218,CEC2,CEC2E038,S09632,L0218,i suppose you wouldn't be free for dinner this evening,10,0,0,#,Mild
CEC2_E038_S08696_L0218,CEC2,CEC2E038,S08696,L0218,i wish someone would come along and take me home,10,0,0,#,Mild
CEC2_E038_S08784_L0218,CEC2,CEC2E038,S08784,L0218,i want the curly one she said,7,0,0,#,Mild
CEC2_E038_S09033_L0218,CEC2,CEC2E038,S09033,L0218,often they were just on the edge of being happy,10,0,0,#,Mild
CEC2_E038_S08649_L0218,CEC2,CEC2E038,S08649,L0218,the agency however has promised that he'll be in touch,10,4,40,the agency however have promised the children,Mild
CEC2_E038_S09601_L0218,CEC2,CEC2E038,S09601,L0218,besides then i can get a female,7,0,0,past agreement,Mild
CEC2_E038_S08829_L0218,CEC2,CEC2E038,S08829,L0218,an image after all is the way people see you,10,4,40,single is the way people feel,Mild
CEC2_E038_S09233_L0218,CEC2,CEC2E038,S09233,L0218,i thought i ought to ask him,7,0,0,#,Mild
CEC2_E038_S09445_L0218,CEC2,CEC2E038,S09445,L0218,legislation on that however is still in the future,9,5,55.5555555555556,legislation on that however is interest,Mild
CEC2_E038_S09088_L0218,CEC2,CEC2E038,S09088,L0218,that was what he came up with,7,2,28.5714285714286,that is what really matters,Mild
CEC2_E038_S09128_L0218,CEC2,CEC2E038,S09128,L0218,take a trip down to your local supermarket,8,0,0,except,Mild
CEC2_E038_S09277_L0218,CEC2,CEC2E038,S09277,L0218,i wouldn't dream of taking them before a race,9,7,77.7777777777778,i wouldn't dream of taking them before i go,Mild
CEC2_E038_S09576_L0218,CEC2,CEC2E038,S09576,L0218,i understand that she is a bad evil woman,9,6,66.6666666666667,i understand that she is a,Mild
CEC2_E038_S08544_L0218,CEC2,CEC2E038,S08544,L0218,she did not give him time to finish,8,2,25,it is not a different time,Mild
CEC2_E038_S09114_L0218,CEC2,CEC2E038,S09114,L0218,children are so energetic are they not,7,3,42.8571428571429,children are so ,Mild
CEC2_E038_S09053_L0218,CEC2,CEC2E038,S09053,L0218,i've decided to get you out of here,8,7,87.5,i decided to get you out of here,Mild
CEC2_E038_S09657_L0218,CEC2,CEC2E038,S09657,L0218,she would never get through to him,7,7,100,she would never get through to him,Mild
CEC2_E038_S08725_L0218,CEC2,CEC2E038,S08725,L0218,now come down and have a drink,7,7,100,now come down and have a drink,Mild
CEC2_E038_S09309_L0218,CEC2,CEC2E038,S09309,L0218,just tell me what i need to know,8,8,100,just tell me what i need to know,Mild
CEC2_E038_S08842_L0218,CEC2,CEC2E038,S08842,L0218,ah yes well we know how to use it now,10,5,50,well we know how to,Mild
CEC2_E038_S09220_L0218,CEC2,CEC2E038,S09220,L0218,there is a wealth of evidence to say so,9,9,100,there is a wealth of evidence to say so,Mild
CEC2_E038_S08565_L0218,CEC2,CEC2E038,S08565,L0218,host performance is said to be unaffected by the board,10,1,10,performance,Mild
CEC2_E038_S09435_L0218,CEC2,CEC2E038,S09435,L0218,now you really look very nice in that,8,1,12.5,that ,Mild
CEC2_E038_S09945_L0218,CEC2,CEC2E038,S09945,L0218,my son was a fool he said,7,0,0,understanding,Mild
CEC2_E038_S08914_L0218,CEC2,CEC2E038,S08914,L0218,this spirit of change was not universal,7,4,57.1428571428571,this was not universal,Mild
CEC2_E038_S09102_L0218,CEC2,CEC2E038,S09102,L0218,smoking is dangerous for you and your baby,8,2,25,dangerous and you let me,Mild
CEC2_E038_S08851_L0218,CEC2,CEC2E038,S08851,L0218,i decided to do it this morning,7,7,100,i decided to do it this morning,Mild
CEC2_E038_S09226_L0218,CEC2,CEC2E038,S09226,L0218,they tend to subside as quickly as they arise,9,9,100,they tend to subside as quickly as they arise,Mild
CEC2_E038_S09972_L0218,CEC2,CEC2E038,S09972,L0218,well it's a pity you said it now,8,8,100,well it's a pity you said it now,Mild
CEC2_E038_S09610_L0218,CEC2,CEC2E038,S09610,L0218,but we decided to love you anyway,7,0,0,#,Mild
CEC2_E038_S09163_L0218,CEC2,CEC2E038,S09163,L0218,there was a white envelope next to it,8,0,0,#,Mild
CEC2_E038_S08838_L0218,CEC2,CEC2E038,S08838,L0218,he might even buy us a drink now,8,0,0,#,Mild
CEC2_E038_S09117_L0218,CEC2,CEC2E038,S09117,L0218,tuesday is also usually the interview day,7,0,0,#,Mild
CEC2_E038_S09029_L0218,CEC2,CEC2E038,S09029,L0218,none of the people in this plane has hurt you,10,0,0,#,Mild
CEC2_E038_S09318_L0218,CEC2,CEC2E038,S09318,L0218,the second piece is painted with bronze and gold leaf,10,1,10,second,Mild
CEC2_E038_S09513_L0218,CEC2,CEC2E038,S09513,L0218,because she intended to come over here was one reason,10,8,80,because she intended to come over here with one,Mild
CEC2_E038_S08551_L0218,CEC2,CEC2E038,S08551,L0218,it wasn't really that different from the approved school,9,3,33.3333333333333,it wasn't really a,Mild
CEC2_E038_S09630_L0218,CEC2,CEC2E038,S09630,L0218,thus the plaintiff has to gamble either way,8,4,50,thus the began to gamble,Mild
CEC2_E038_S08581_L0218,CEC2,CEC2E038,S08581,L0218,the usual background does not include a flood,8,7,87.5,the usual background does not include a,Mild
CEC2_E038_S08533_L0218,CEC2,CEC2E038,S08533,L0218,there is perhaps one exception to the rule of impartiality,10,9,90,there is however one exception to the rule of impartiality,Mild
CEC2_E038_S09967_L0218,CEC2,CEC2E038,S09967,L0218,its success could be put down to the hard sell,10,0,0,it,Mild
CEC2_E038_S08978_L0218,CEC2,CEC2E038,S08978,L0218,should they be returned to the wild,7,0,0,the baby is a,Mild
CEC2_E038_S09422_L0218,CEC2,CEC2E038,S09422,L0218,what she wrote is worth repeating here,7,0,0,under,Mild
CEC2_E038_S08964_L0218,CEC2,CEC2E038,S08964,L0218,but it is not pretty in the traditional sense,9,4,44.4444444444444,but it is not a traditional written exam,Mild
CEC2_E038_S09885_L0218,CEC2,CEC2E038,S09885,L0218,it's not surprising nobody has any respect for it,9,9,100,it's not surprising nobody has any respect for it,Mild
CEC2_E038_S09820_L0218,CEC2,CEC2E038,S09820,L0218,you interview each one but to no avail,8,0,0,and then well,Mild
CEC2_E038_S09268_L0218,CEC2,CEC2E038,S09268,L0218,i don't want us to apportion blame she said,9,5,55.5555555555556,i don't want us to,Mild
CEC2_E038_S09458_L0218,CEC2,CEC2E038,S09458,L0218,i must confess i was deeply depressed he said later,10,9,90,i must confess i was hugely depressed he said later,Mild
CEC2_E038_S09046_L0218,CEC2,CEC2E038,S09046,L0218,will you ask her or shall i,7,0,0,what said the,Mild
CEC2_E038_S09795_L0218,CEC2,CEC2E038,S09795,L0218,i am growing tired of it he wrote,8,2,25,i am trying to express,Mild
CEC2_E038_S09388_L0218,CEC2,CEC2E038,S09388,L0218,we will return to this issue below,7,6,85.7142857142857,we will return to this issue again,Mild
CEC2_E038_S09774_L0218,CEC2,CEC2E038,S09774,L0218,again insight is an invaluable accompaniment to effective action,9,0,0,and then she,Mild
CEC2_E038_S09160_L0218,CEC2,CEC2E038,S09160,L0218,he doesn't like the music i play in my room,10,10,100,he doesn't like the music i play in my room,Mild
CEC2_E038_S09758_L0218,CEC2,CEC2E038,S09758,L0218,i know we are capable of bouncing back,8,6,75,i know we are capable back to back,Mild
CEC2_E038_S09172_L0218,CEC2,CEC2E038,S09172,L0218,you dropped me remember and in such a cruel way,10,10,100,you dropped me remember and in such a cruel way,Mild
CEC2_E038_S09592_L0218,CEC2,CEC2E038,S09592,L0218,the novel is no longer an art form,8,0,0,#,Mild
CEC2_E038_S08897_L0218,CEC2,CEC2E038,S08897,L0218,i suppose i didn't sleep properly till morning,8,5,62.5,i am surprised i didn't sleep properly,Mild
CEC2_E038_S09439_L0218,CEC2,CEC2E038,S09439,L0218,the man took her aside for a moment,8,8,100,the man took her aside for a moment,Mild
CEC2_E001_S09780_L0219,CEC2,CEC2E001,S09780,L0219,but she had no satisfactory answer to that,8,0,0,#,Moderate
CEC2_E001_S08846_L0219,CEC2,CEC2E001,S08846,L0219,i thank you my lord for your courtesy,8,0,0,#,Moderate
